number,values_0,values_1,datetime_start,datetime_complete,duration,params_cluster_selection_epsilon,params_min_cluster_size,params_min_dist,params_min_samples,params_n_components,params_n_neighbors,user_attrs_ccc_score,user_attrs_dbcv_score,user_attrs_n_clusters,user_attrs_outlier_ratio,system_attrs_NSGAIISampler:generation,state
107,0.0,0.9368628465330058,2025-12-22 19:57:36.084040,2025-12-22 19:57:47.920987,0 days 00:00:11.836947,0.18,46,0.2,9,10,50,0.0,0.9368628465330058,2,0.0,2,COMPLETE
108,0.7868195496117706,0.1546586744141496,2025-12-22 19:57:47.922695,2025-12-22 19:57:59.811477,0 days 00:00:11.888782,0.25,41,0.0,2,11,50,0.7868195496117706,0.1546586744141496,11,0.07114427860696518,2,COMPLETE
109,0.6544728289619575,0.5353431301385002,2025-12-22 19:57:59.813178,2025-12-22 19:58:10.404186,0 days 00:00:10.591008,0.18,27,0.04,18,7,25,0.6544728289619575,0.5353431301385002,18,0.2835820895522388,2,COMPLETE
110,0.6993512819596597,0.1885449549465247,2025-12-22 19:58:10.405585,2025-12-22 19:58:21.156501,0 days 00:00:10.750916,0.08,39,0.02,3,5,39,0.6993512819596597,0.1885449549465247,14,0.09353233830845771,2,COMPLETE
111,0.0,0.9518553120215876,2025-12-22 19:58:21.157817,2025-12-22 19:58:33.758068,0 days 00:00:12.600251,0.15,45,0.13,3,15,41,0.0,0.9518553120215876,2,0.0,2,COMPLETE
112,0.0,0.9243180762872736,2025-12-22 19:58:33.759865,2025-12-22 19:58:44.209336,0 days 00:00:10.449471,0.22,23,0.11,9,8,20,0.0,0.9243180762872736,2,0.0,2,COMPLETE
113,0.45312579627257893,0.4271524810225655,2025-12-22 19:58:44.210813,2025-12-22 19:58:55.370524,0 days 00:00:11.159711,0.15,37,0.02,3,15,18,0.45312579627257893,0.4271524810225655,19,0.14875621890547264,2,COMPLETE
114,0.0,0.9518334248573788,2025-12-22 19:58:55.372266,2025-12-22 19:59:07.321324,0 days 00:00:11.949058,0.18,36,0.1,9,12,44,0.0,0.9518334248573788,2,0.0,2,COMPLETE
115,0.0,0.9243180762872736,2025-12-22 19:59:07.322747,2025-12-22 19:59:17.736345,0 days 00:00:10.413598,0.22,23,0.11,9,8,20,0.0,0.9243180762872736,2,0.0,2,COMPLETE
116,0.0,0.9139072582251275,2025-12-22 19:59:17.737860,2025-12-22 19:59:28.833928,0 days 00:00:11.096068,0.2,5,0.2,20,8,34,0.0,0.9139072582251275,2,0.0,2,COMPLETE
117,0.0,0.9516382994613205,2025-12-22 19:59:28.835735,2025-12-22 19:59:41.000601,0 days 00:00:12.164866,0.25,46,0.1,7,13,46,0.0,0.9516382994613205,2,0.0,2,COMPLETE
118,0.5827077155352901,0.5317841945689682,2025-12-22 19:59:41.001950,2025-12-22 19:59:52.080919,0 days 00:00:11.078969,0.25,14,0.05,7,12,23,0.5827077155352901,0.5317841945689682,35,0.18756218905472638,2,COMPLETE
119,0.0,0.8616362982764754,2025-12-22 19:59:52.082946,2025-12-22 20:00:02.454499,0 days 00:00:10.371553,0.18,37,0.1,7,13,11,0.0,0.8616362982764754,2,0.0,2,COMPLETE
120,0.0,0.9344926568511195,2025-12-22 20:00:02.455806,2025-12-22 20:00:14.209165,0 days 00:00:11.753359,0.27,39,0.21,4,9,50,0.0,0.9344926568511195,2,0.0,2,COMPLETE
121,0.0,0.9409843546352202,2025-12-22 20:00:14.210933,2025-12-22 20:00:25.167182,0 days 00:00:10.956249,0.16,42,0.08,2,11,22,0.0,0.9409843546352202,2,0.0,2,COMPLETE
